Date,Price
04/02/20,376.98
03/02/20,376.86
02/02/20,377.14
30/01/20,377.25
29/01/20,377.84
28/01/20,378.18
27/01/20,378.57
26/01/20,379.07
23/01/20,378.9
22/01/20,378.98
21/01/20,379.08
20/01/20,379.02
19/01/20,378.8
16/01/20,379.14
15/01/20,378.94
14/01/20,378.64
13/01/20,378.17
12/01/20,377.65
09/01/20,377.14
08/01/20,377.62
07/01/20,377.47
06/01/20,377.6
05/01/20,377.4
02/01/20,376.17
01/01/20,374.92
31/12/19,374.47
30/12/19,374.27
29/12/19,374
26/12/19,373.59
25/12/19,373.66
24/12/19,373.79
23/12/19,374.01
22/12/19,374.03
19/12/19,374.07
18/12/19,374.54
17/12/19,375.61
16/12/19,376.23
15/12/19,376.36
12/12/19,375
11/12/19,374.77
10/12/19,373.9
09/12/19,373.25
08/12/19,372.41
05/12/19,373.07
04/12/19,373.34
03/12/19,373.31
02/12/19,372.08
01/12/19,372.85
28/11/19,372.87
27/11/19,371.72
26/11/19,370.91
25/11/19,370.59
24/11/19,371
21/11/19,370.99
20/11/19,370.94
19/11/19,371.42
18/11/19,371.98
17/11/19,370.99
14/11/19,371.13
13/11/19,370.6
12/11/19,370.67
11/11/19,371.3
10/11/19,371.73
07/11/19,372.36
06/11/19,373.13
05/11/19,372.49
04/11/19,373.27
03/11/19,374.01
31/10/19,373.7
30/10/19,372.55
29/10/19,372.87
28/10/19,373.31
27/10/19,374.26
24/10/19,374.82
23/10/19,374.59
22/10/19,374.12
17/10/19,372.69
16/10/19,373.12
15/10/19,373.29
10/10/19,373.57
07/10/19,374.34
06/10/19,373.86
03/10/19,374.45
02/10/19,373.65
26/09/19,371.01
25/09/19,370.85
24/09/19,370.15
23/09/19,369.16
22/09/19,367.91
19/09/19,366.87
18/09/19,367.17
16/09/19,365.75
15/09/19,364.86
12/09/19,366.01
11/09/19,364.46
10/09/19,364.16
09/09/19,364.39
08/09/19,365.25
05/09/19,365.69
04/09/19,367.72
03/09/19,368.21
02/09/19,368.15
01/09/19,368.67
29/08/19,368.37
28/08/19,369.07
27/08/19,368.29
26/08/19,368.91
25/08/19,369.76
22/08/19,367.66
21/08/19,368.93
20/08/19,370.77
19/08/19,371.15
18/08/19,372.55
15/08/19,372.64
14/08/19,370.63
13/08/19,368.75
12/08/19,368.62
08/08/19,368.29
07/08/19,369.48
06/08/19,367.67
05/08/19,368.36
04/08/19,368.75
01/08/19,366.27
31/07/19,365.34
30/07/19,363.63
29/07/19,362.58
28/07/19,361.88
25/07/19,361.6
24/07/19,362.27
23/07/19,361.52
22/07/19,361.17
21/07/19,360.52
18/07/19,360.4
17/07/19,360.7
16/07/19,360.57
15/07/19,360.94
14/07/19,360.35
11/07/19,360.87
10/07/19,360.96
09/07/19,360.62
08/07/19,360.31
07/07/19,359.73
04/07/19,360.34
03/07/19,359.6
02/07/19,358.19
01/07/19,358.02
30/06/19,358.64
27/06/19,358.87
26/06/19,359.16
25/06/19,359.69
24/06/19,359.21
23/06/19,360
20/06/19,360.34
19/06/19,358.74
18/06/19,358.84
17/06/19,358.7
16/06/19,358.74
13/06/19,357.85
12/06/19,357.75
11/06/19,357.15
10/06/19,357.32
06/06/19,358.14
05/06/19,357.16
04/06/19,356.6
03/06/19,356.54
02/06/19,356.18
30/05/19,354.77
29/05/19,355.64
28/05/19,355.5
27/05/19,355.49
26/05/19,355.39
23/05/19,354.81
22/05/19,353.91
21/05/19,353.72
20/05/19,354.16
19/05/19,354.1
16/05/19,353.7
15/05/19,353.4
14/05/19,352.74
13/05/19,353.04
12/05/19,352.57
07/05/19,352.93
06/05/19,353.09
05/05/19,353.12
02/05/19,353.55
01/05/19,354.29
30/04/19,354.25
